country,region,source,segment,type,abatement,savings,cost
Other countries in Europe,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.13,-4.44
Other countries in Europe,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.24,-4.44
Poland,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.01,-4.44
Poland,Europe,Offshore oil,Upstream,Oil,Upstream LDAR,0.02,-4.44
South Africa,Africa,Offshore oil,Upstream,Oil,Upstream LDAR,0.01,-4.44
South Africa,Africa,Offshore gas,Upstream,Gas,Upstream LDAR,0.19,-4.44
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,21.22,-4.44
Algeria,Africa,Unconventional gas,Upstream,Gas,Replace pumps,0.5,-4.44
Egypt,Africa,Unconventional gas,Upstream,Gas,Replace pumps,0.32,-4.44
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,1.5899999999999999,-4.44
France,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.38,-4.44
Morocco,North Africa,Offshore gas,Upstream,Gas,Replace pumps,0.01,-4.44
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.01,-4.44
Morocco,North Africa,Unconventional gas,Upstream,Gas,Replace pumps,0.01,-4.44
Libya,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,2.29,-4.44
Ukraine,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,0.39,-4.44
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.18,-4.44
Japan,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.01,-4.43
Japan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.33,-4.43
China,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,1.8199999999999998,-4.43
China,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,1.69,-4.43
Azerbaijan,Russia & Caspian,Offshore oil,Upstream,Oil,Vapour recovery units,5.44,-4.43
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.82,-4.43
Kazakhstan,Russia & Caspian,Offshore oil,Upstream,Oil,Vapour recovery units,13.18,-4.42
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Vapour recovery units,63.51,-4.42
Germany,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.51,-4.42
South Africa,Africa,Offshore gas,Upstream,Gas,Replace pumps,2.75,-4.42
Vietnam,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,2.39,-4.42
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Vapour recovery units,29.26,-4.42
South Africa,Africa,Onshore conventional oil,Upstream,Oil,Replace pumps,2.75,-4.41
South Africa,Africa,Unconventional oil,Upstream,Oil,Replace pumps,2.75,-4.41
Denmark,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.03,-4.41
Brazil,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,13.72,-4.4
Brazil,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,6.95,-4.4
Uzbekistan,Russia & Caspian,Satellite - downstream,Downstream,Oil,Downstream LDAR,4.16,-4.39
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Blowdown capture,0.13,-4.38
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Blowdown capture,34.36,-4.38
Peru,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,0.28,-4.38
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Blowdown capture,31.77,-4.38
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Blowdown capture,149.83,-4.38
Morocco,North Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.33,-4.37
Guyana,Latin America,Offshore oil,Upstream,Oil,Upstream LDAR,1.26,-4.36
Argentina,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.05,-4.36
Argentina,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,4.5600000000000005,-4.36
Cuba,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.06,-4.36
Ecuador,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.28,-4.36
Colombia,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.79,-4.36
Peru,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.04,-4.36
Peru,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,0.01,-4.36
Trinidad and Tobago,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,0.46,-4.36
Trinidad and Tobago,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,15.49,-4.36
Venezuela,Central and South America,Offshore gas,Upstream,Gas,Upstream LDAR,6.18,-4.36
Venezuela,Central and South America,Offshore oil,Upstream,Oil,Upstream LDAR,3.13,-4.36
Russia,Russia & Caspian,Unconventional gas,Upstream,Gas,Blowdown capture,10.67,-4.35
Russia,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Blowdown capture,301.93,-4.35
Azerbaijan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.02,-4.34
Azerbaijan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.02,-4.34
Israel,Europe,Offshore gas,Upstream,Gas,Upstream LDAR,2.96,-4.34
Malaysia,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,6.63,-4.34
Kazakhstan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.01,-4.33
Kazakhstan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.02,-4.33
Morocco,North Africa,Offshore oil,Upstream,Oil,Replace pumps,0.01,-4.32
Netherlands,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.1,-4.32
Netherlands,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0,-4.32
Yemen,Middle East,Satellite - upstream,Upstream,Gas,Upstream LDAR,2.7199999999999998,-4.32
Other countries in Europe,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.18,-4.31
Russia,Russia & Caspian,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.02,-4.31
Russia,Russia & Caspian,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.01,-4.31
Brazil,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,1.44,-4.31
Venezuela,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,21.08,-4.31
Vietnam,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.06,-4.3
Vietnam,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.11,-4.3
Argentina,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,0.3,-4.28
Poland,Europe,Offshore gas,Upstream,Gas,Vapour recovery units,0.01,-4.28
Israel,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.06,-4.26
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Vapour recovery units,54.7,-4.26
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Vapour recovery units,48.96,-4.26
France,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.09,-4.25
France,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-4.25
France,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.25
Estonia,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.03,-4.23
Indonesia,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0.66,-4.23
Indonesia,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,12.55,-4.23
Indonesia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,1.05,-4.19
Indonesia,Asia Pacific,Unconventional gas,Upstream,Gas,Install plunger,0,-4.19
Australia,Asia Pacific,Offshore gas,Upstream,Gas,Vapour recovery units,16.48,-4.19
Australia,Asia Pacific,Unconventional gas,Upstream,Gas,Other,0.79,-4.19
Australia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.05,-4.19
New Zealand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.02,-4.19
New Zealand,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.03,-4.18
New Zealand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.23,-4.18
Oman,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,14.05,-4.17
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,17.92,-4.17
Oman,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,11.11,-4.17
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.04,-4.17
Qatar,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,7.2,-4.17
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,19.09,-4.17
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,2.84,-4.17
Saudi Arabia,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,42.34,-4.17
Syria,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.94,-4.17
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.57,-4.17
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,10.17,-4.17
Bahrain,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.8399999999999999,-4.17
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,43.31,-4.17
Iraq,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,41.24,-4.17
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,5.08,-4.17
Iran,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,53.31,-4.17
Jordan,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.06,-4.17
Jordan,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.07,-4.17
Jordan,Middle East,Unconventional gas,Upstream,Gas,Upstream LDAR,0.02,-4.17
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,9.58,-4.17
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,21.97,-4.17
United Arab Emirates,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,14.75,-4.17
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,17.4,-4.17
Yemen,Middle East,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.67,-4.17
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.06,-4.17
Malaysia,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.07,-4.14
Malaysia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,1.07,-4.14
Italy,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.3,-4.13
Philippines,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,0.97,-4.13
United Kingdom,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,12.46,-4.13
Romania,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,1.29,-4.12
South Africa,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,5.97,-4.12
Other EU17 countries,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.09,-4.12
Libya,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,26.53,-4.12
Morocco,North Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0,-4.12
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.05,-4.12
Libya,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,9.02,-4.12
Kazakhstan,Russia & Caspian,Satellite - downstream,Downstream,Oil,Downstream LDAR,2.96,-4.12
Brazil,Central and South America,Offshore gas,Upstream,Gas,Vapour recovery units,8.17,-4.12
Algeria,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,2.02,-4.12
Algeria,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,83.58,-4.12
Algeria,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,34.07,-4.12
Egypt,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,1.3,-4.12
Egypt,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,6.25,-4.12
Egypt,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,6.58,-4.12
Tunisia,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.4,-4.12
Tunisia,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.72,-4.12
Azerbaijan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,11.17,-4.11
Azerbaijan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,4.19,-4.11
Kazakhstan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,5.98,-4.11
Kazakhstan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,6.11,-4.11
Thailand,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,20.48,-4.11
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.03,-4.11
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Upstream LDAR,8.68,-4.11
Turkmenistan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace compressor seal or rod,0.03,-4.11
Turkmenistan,Russia & Caspian,Offshore gas,Upstream,Gas,Upstream LDAR,16.97,-4.11
South Sudan,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.05,-4.1
Sudan,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.25,-4.1
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.5,-4.1
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,16.64,-4.1
Niger,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.02,-4.1
Niger,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.13,-4.1
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,31.35,-4.1
Senegal,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.1
Mozambique,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,4.23,-4.1
Mozambique,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.01,-4.1
Gabon,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.33,-4.1
Gabon,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,2.4,-4.1
Ghana,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.19,-4.1
Angola,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.58,-4.1
Angola,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.45,-4.1
Botswana,Africa,Unconventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.1
Equatorial Guinea,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.04,-4.1
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.24,-4.1
Congo,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.24,-4.1
Congo,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.4,-4.1
Chad,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.18,-4.1
Cameroon,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.05,-4.1
Japan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Vapour recovery units,0.08,-4.08
South Africa,Africa,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.02,-4.08
South Africa,Africa,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.02,-4.08
South Africa,Africa,Unconventional oil,Upstream,Oil,Replace with instrument air systems,5.84,-4.07
South Africa,Africa,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,5.84,-4.07
Poland,Europe,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.54,-4.07
Poland,Europe,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.28,-4.07
Poland,Europe,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,1.4,-4.07
Kenya,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,0.04,-4.07
Ukraine,Europe,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.73,-4.07
Ukraine,Europe,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.32,-4.07
Ukraine,Europe,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,9.65,-4.07
Cote d'Ivoire,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,1.08,-4.05
Bangladesh,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,0.91,-4.05
Pakistan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,1.9100000000000001,-4.05
Pakistan,Asia Pacific,Unconventional gas,Upstream,Gas,Install plunger,0.07,-4.05
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,4.72,-4.05
Other,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace pumps,6.33,-4.05
Trinidad and Tobago,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,3.09,-4.05
Peru,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.08,-4.03
Trinidad and Tobago,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.02,-4.03
Bolivia,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.04,-4.03
Argentina,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.34,-4.03
Cuba,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.06,-4.03
Ecuador,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.09,-4.03
Colombia,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.16,-4.03
Venezuela,Central and South America,Downstream oil,Downstream,Oil,Replace with electric motor,0.5,-4.03
Algeria,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,397.6,-4.02
Benin,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,0.05,-4.02
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,6.64,-4.02
Botswana,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,0.01,-4.02
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,6.25,-4.02
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,5.34,-4.02
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,45.54,-4.02
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,2.98,-4.02
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,0.68,-4.02
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Blowdown capture,1.81,-4.02
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,12.45,-4.02
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,11.69,-4.02
Oman,Middle East,Unconventional gas,Upstream,Gas,Blowdown capture,8.97,-4.02
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,0.04,-4.02
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Blowdown capture,11.35,-4.02
Niger,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,0,-4.01
Congo,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,42.99,-4.01
Congo,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,3.04,-4.01
New Zealand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.47,-4
Oman,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,1.35,-4
Oman,Middle East,Onshore conventional oil,Upstream,Oil,Vapour recovery units,95.02,-4
Saudi Arabia,Middle East,Onshore conventional oil,Upstream,Oil,Vapour recovery units,38.32,-4
Saudi Arabia,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,24.51,-4
New Zealand,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.42,-3.99
Cameroon,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,38.02,-3.99
Chad,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,6.9,-3.99
Iran,Middle East,Satellite - downstream,Downstream,Oil,Downstream LDAR,4.16,-3.99
Jordan,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,3.3,-3.98
United Arab Emirates,Middle East,Onshore conventional oil,Upstream,Oil,Vapour recovery units,26.26,-3.98
United Arab Emirates,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,27.85,-3.98
Colombia,Central and South America,Onshore conventional oil,Upstream,Oil,Replace pumps,12.3,-3.9699999999999998
